KNO_ID,ADRESSE_STRASSE,ADRESSE_ORTSTEIL,ADRESSE_POSTLEITZAHL,BEZIRK,DIENSTSTELLE,DUEKER,GEFAEHRDETER_KANAL,GEFAELLE,KANALSYSTEM,LAENGE,LAGE,MATERIALART,PROFILBREITE,PROFILHOEHE,PUMPWERK,SCHILDER_BENOETIGT,SONDERKANAL,WASSERSCHUTZZONE_ZONE,ATMOSPHAERE_SAUERSTOFFMANGEL,ATMOSPHAERE_SCHWEFELWASSERSTOFF,ATMOSPHAERE_METHAN,ATMOSPHAERE_ANDEREGEFAEHRDUNG,ATMOSPHAERE_BEMERKUNG,STILLGELEGT,ATMOSPHAERE_ASBESTZEMENT,ANZAHL_ABZWEIGE,BAUJAHR,BEARBEITER_NAME,BEARBEITER_ZEITPUNKT,BEMERKUNGEL,BUCHUNGSNUMMER_TYP,BUCHUNGSNUMMER_TEXT,ABLAGERUNGEN_FEINESMATERIAL,ABLAGERUNGEN_GROBESMATERIAL,ABLAGERUNGEN_HARTESMATERIAL,ABLAGERUNGEN_ANDERESMATERIAL,ABLAGERUNGEN_KATZENSTREU,ABLAGERUNGEN_LUMPEN,ABLAGERUNGENSTAND_VERSTOPFUNG,ABLAGERUNGENSTAND_PROZENT,ABLAGERUNGENSTAND_HOEHE,ABLAGERUNGENSTAND_SAND,ANHAFTENDESTOFFE_INKRUSTATION,ANHAFTENDESTOFFE_FETT,ANHAFTENDESTOFFE_FAEULNIS,ANHAFTENDESTOFFE_ANDERERSTOFF,ANHAFTENDESTOFFE_WASSERSTEIN,ANHAFTENDESTOFFE_OEL,EMPFOHLENE_REINIGUNGSKLASSE,GERUCHSBELAESTIGUNG,ORIGINAL_REINIGUNGSKLASSE,RATTENBEFALL_FESTGESTELLT,REINIGUNG_GEREINIGT,REINIGUNG_GERAEUMT,REINIGUNG_GERAEUMTE_MENGE,WASSERSTAND_WASSERAUSTRITT,WASSERSTAND_WENIGFLUSS,WASSERSTAND_PROZENT,WASSERSTAND_HOEHE,UNTERLAUFVERSTOPFUNG,REINIGUNG_RAEUMZEITPUNKT,ABLAGERUNGEN_LAUB,UNZULAESSIGE_EINLEITUNG
204.41.76.120/13,8055 American Ash Plaza,Ohio,44555,OH,Youngstown,0,true,13.37,,4044,Strasse,Beton,200,100,HPW KAR Karow Pankgrafenstr.,true,true,true,true,false,false,true,Schlecht,false,true,4,1995,,31.12.2016,,,,true,true,false,true,true,false,true,47,7.0,4.53,true,true,false,true,true,true,1,true,2,false,false,false,15,true,false,42,59,true,17.12.1993,false,false
251.114.28.236/26,9 Ludington Park,Tennessee,37131,TN,Murfreesboro,1,false,1.7,,1600,Fahrbahn,Beton,500,100,HPW WEG Wedding Otawistr.,false,true,false,true,false,false,true,Keine Bemerkung,true,false,0,1990,,13.10.2016,,,,true,false,false,false,false,false,false,20,16.9,3.94,true,true,false,true,true,false,2,false,5,true,true,false,23,false,true,53,69,false,17.8.1992,true,true
125.144.65.126/8,524 Melvin Court,Wisconsin,53785,WI,Madison,0,false,16.76,,908,Fahrbahn,Mauerwerk,400,300,HPW SCHOE Schöneberg Königstr.,false,false,false,true,false,false,false,Etwas nötig,false,true,0,204,,22.10.2015,,,,false,false,false,false,false,false,true,53,5.3,28.4,false,false,false,false,true,false,4,false,0,false,true,true,28,false,false,30,63,false,15.11.2005,true,true
38.62.228.65/27,97500 Novick Road,Ohio,45426,OH,Dayton,0,false,11.79,,3069,Fahrbahn,Mauerwerk,200,200,HPW SCHOE Schöneberg Königstr.,false,false,true,true,false,false,true,"",true,false,2,204,,7.6.2016,,,,false,true,false,false,false,true,true,72,29.9,12.89,true,false,true,true,true,false,3,false,0,false,false,false,24,false,false,58,71,false,21.5.2002,true,false
107.224.175.78/14,64319 Melvin Avenue,Texas,77223,TX,Houston,1,true,8.56,,1482,Fahrbahn,Beton,200,200,HPW SCHOE Schöneberg Königstr.,false,true,false,false,true,true,true,Keine Bemerkung,true,false,0,1995,,19.8.2015,,,,true,false,true,false,true,false,true,100,22.0,0.92,false,true,false,true,true,true,1,true,1,false,false,true,2,false,false,57,35,false,7.1.1996,true,false
250.103.170.187/18,187 John Wall Circle,Louisiana,70160,LA,New Orleans,0,true,12.27,,1309,Strasse,Mauerwerk,100,300,HPW SCHOE Schöneberg Königstr.,true,true,true,false,false,false,false,Schlecht,true,true,4,1995,,13.9.2015,,,,false,true,true,false,false,true,true,1,25.9,20.63,true,false,true,false,false,true,0,true,3,true,false,false,7,true,true,45,63,false,12.7.2001,true,false
119.43.57.235/24,9067 Muir Center,North Carolina,28235,NC,Charlotte,0,true,19.1,,741,Industrie,Beton,500,500,HPW WEG Wedding Otawistr.,false,false,true,true,false,false,false,"",false,true,4,1992,,14.12.2016,,,,true,true,false,true,true,true,true,82,23.3,5.94,true,false,false,true,true,true,5,false,3,true,true,false,31,true,false,8,90,true,10.2.2009,false,true
152.18.79.18/6,9199 Dapin Parkway,Louisiana,70116,LA,New Orleans,1,true,2.6,,3361,Fahrbahn,Stein,500,500,HPW WEG Wedding Otawistr.,false,false,false,false,false,true,false,"",true,false,0,1990,,6.6.2017,,,,false,false,false,false,false,false,false,63,24.0,3.76,false,false,true,false,false,true,3,false,1,false,false,true,18,true,true,5,89,true,10.10.2005,false,true
180.102.122.185/21,2495 Shelley Way,Arizona,85040,AZ,Phoenix,0,false,2.58,,2664,Industrie,Stein,500,300,HPW SCHOE Schöneberg Königstr.,true,true,true,false,true,false,false,Keine Bemerkung,false,true,1,1995,,6.7.2016,,,,true,false,false,false,true,true,true,70,9.1,15.75,true,false,false,false,false,true,0,true,1,false,false,true,31,true,true,43,16,true,12.1.1992,true,false
185.23.151.183/8,86815 Butternut Alley,Ohio,44305,OH,Akron,1,true,13.45,,2410,Fahrbahn,Ziegel,100,300,HPW KAR Karow Pankgrafenstr.,true,true,true,true,false,false,true,Etwas nötig,true,true,2,1999,,1.10.2016,,,,true,false,true,true,true,true,false,84,28.7,16.67,true,true,false,true,false,true,3,false,5,false,true,true,4,true,false,62,34,false,31.10.1997,true,false
182.90.83.56/15,512 Bartelt Drive,Idaho,83705,ID,Boise,0,false,6.44,,1312,Industrie,Beton,400,500,HPW WEG Wedding Otawistr.,true,false,true,false,true,false,true,"",false,false,4,1999,,4.3.2016,,,,false,true,false,true,true,false,false,8,14.0,22.38,false,false,true,true,true,true,5,false,3,true,false,false,42,true,true,67,97,false,19.2.1995,false,true
155.9.146.131/13,74 3rd Parkway,New York,12247,NY,Albany,1,false,9.22,,1122,Fahrbahn,Ziegel,100,500,HPW WEG Wedding Otawistr.,true,false,true,true,false,false,true,Schlecht,true,true,1,1999,,8.2.2016,,,,true,true,false,false,true,false,true,54,28.7,24.89,false,true,true,true,false,false,2,true,0,true,true,true,21,true,true,31,35,true,31.10.2005,true,false
251.203.198.143/27,616 East Parkway,Minnesota,55146,MN,Saint Paul,1,false,6.76,,2595,Gehweg,Mauerwerk,300,400,HPW WEG Wedding Otawistr.,true,true,false,true,false,true,true,Etwas nötig,true,false,0,1999,,3.9.2016,,,,true,true,true,false,false,true,false,86,0.4,7.02,false,false,false,true,true,true,0,false,1,false,false,false,43,false,false,20,15,false,8.11.1992,true,true
40.238.233.33/28,5123 Paget Circle,California,94622,CA,Oakland,0,true,10.76,,238,Strasse,Mauerwerk,400,500,HPW KAR Karow Pankgrafenstr.,false,true,false,false,true,true,false,Schlecht,false,true,4,1992,,1.10.2016,,,,true,false,true,false,true,true,false,10,23.4,20.89,true,true,false,true,true,false,5,false,2,true,false,false,40,false,true,69,38,false,30.7.2003,false,false
83.248.145.97/18,534 Eagle Crest Street,Iowa,51110,IA,Sioux City,1,true,12.59,,944,Gehweg,Ziegel,300,300,HPW KAR Karow Pankgrafenstr.,true,false,false,false,true,true,true,Keine Bemerkung,false,true,3,1992,,22.4.2017,,,,true,false,false,false,true,false,false,42,11.7,29.08,true,false,true,false,false,false,1,false,0,false,false,false,34,false,true,16,7,false,23.5.1995,false,false
79.180.37.235/10,4645 Melby Center,New York,10079,NY,New York City,1,true,19.46,,567,Gehweg,Ziegel,400,100,HPW SCHOE Schöneberg Königstr.,false,true,false,false,false,true,true,Schlecht,true,false,2,1992,,16.11.2015,,,,true,false,false,true,false,false,true,98,21.3,14.18,false,true,true,false,true,false,5,true,5,true,true,true,33,true,true,23,17,true,5.4.2002,true,true
90.251.83.113/5,81105 Buhler Avenue,Tennessee,38143,TN,Memphis,0,false,1.08,,3149,Gehweg,Stein,100,500,HPW SCHOE Schöneberg Königstr.,false,true,false,true,true,true,false,Schlecht,false,true,4,1995,,6.3.2016,,,,false,false,false,false,false,true,false,65,11.5,10.59,true,true,false,false,true,false,1,false,4,true,false,false,41,false,false,41,15,false,15.4.1993,false,true
139.232.226.201/14,728 Eggendart Plaza,Colorado,80270,CO,Denver,0,true,19.21,,2210,Fahrbahn,Stein,100,400,HPW KAR Karow Pankgrafenstr.,true,false,false,true,true,true,true,Etwas nötig,true,true,0,1990,,27.2.2017,,,,true,true,true,true,false,false,true,81,5.1,27.32,false,false,false,true,true,true,3,false,1,true,true,true,30,true,false,39,13,true,29.9.2001,true,true
225.125.170.104/12,500 Starling Terrace,North Carolina,28242,NC,Charlotte,1,false,3.22,,3834,Industrie,Ziegel,200,100,HPW SCHOE Schöneberg Königstr.,false,true,false,true,false,false,true,"",true,false,2,1992,,29.8.2016,,,,false,true,true,false,false,false,true,1,10.1,26.92,false,false,true,false,true,true,5,true,4,false,true,true,47,false,true,7,18,false,16.8.2004,false,false
152.48.93.50/6,35347 Carioca Alley,California,92717,CA,Irvine,0,true,14.12,,3693,Industrie,Beton,200,300,HPW WEG Wedding Otawistr.,true,false,false,true,false,true,false,Etwas nötig,false,true,3,204,,23.3.2017,,,,false,false,false,true,false,true,false,52,24.8,21.34,false,true,true,false,true,false,3,true,4,false,false,true,43,true,false,50,37,false,3.9.2006,true,false
162.251.118.48/17,5588 Clarendon Point,Oklahoma,73124,OK,Oklahoma City,1,false,7.84,,2802,Industrie,Stein,300,500,HPW WEG Wedding Otawistr.,true,false,false,true,true,true,false,Keine Bemerkung,true,true,4,1995,,29.12.2016,,,,true,false,false,true,false,false,true,81,9.0,3.83,false,false,false,false,false,true,0,false,3,true,false,true,45,true,true,64,4,false,13.6.2009,true,false
122.160.165.21/13,44 Jenifer Road,Florida,33462,FL,Lake Worth,0,false,3.03,,1851,Industrie,Beton,200,300,HPW WEG Wedding Otawistr.,false,false,true,true,true,false,false,Keine Bemerkung,true,true,0,1995,,16.7.2015,,,,true,false,false,true,false,true,true,3,10.8,15.3,false,true,true,true,false,true,3,false,1,true,false,true,39,true,false,20,87,false,5.1.2003,true,true
167.204.103.59/22,73 Farmco Road,Texas,77085,TX,Houston,0,true,17.67,,1238,Industrie,Beton,500,300,HPW KAR Karow Pankgrafenstr.,true,true,true,true,true,false,false,Etwas nötig,true,false,4,1999,,14.10.2015,,,,true,true,true,true,false,false,true,37,25.3,18.01,false,true,true,true,false,false,0,true,3,false,true,false,35,true,false,52,66,false,29.4.2000,true,false
91.63.214.62/6,59969 North Crossing,Arizona,85020,AZ,Phoenix,1,true,13.73,,3581,Industrie,Beton,400,400,HPW KAR Karow Pankgrafenstr.,false,false,false,false,true,true,false,"",false,true,4,1992,,15.2.2017,,,,true,false,true,false,false,false,false,13,14.6,28.59,false,true,false,true,false,false,4,true,3,true,false,false,6,true,false,0,10,true,6.12.2000,false,false
237.220.40.91/24,83123 Anniversary Hill,South Carolina,29605,SC,Greenville,0,true,5.06,,235,Fahrbahn,Ziegel,100,200,HPW WEG Wedding Otawistr.,false,false,true,true,true,true,true,Schlecht,true,false,2,1990,,10.6.2016,,,,false,false,false,false,true,true,true,5,0.9,15.65,true,false,true,true,false,false,2,false,2,false,false,true,19,true,false,58,12,false,7.8.2003,true,true
197.129.214.223/24,4663 Pepper Wood Place,Missouri,63110,MO,Saint Louis,1,true,19.31,,2445,Strasse,Ziegel,400,400,HPW WEG Wedding Otawistr.,false,true,false,true,false,true,true,Etwas nötig,false,true,4,1995,,24.3.2016,,,,true,false,true,false,true,false,true,75,9.2,16.74,false,false,true,false,false,true,5,false,5,false,false,false,6,true,true,8,92,true,10.11.1991,true,false
164.164.68.209/5,2842 Hudson Circle,Arizona,85725,AZ,Tucson,0,false,19.15,,4119,Gehweg,Mauerwerk,100,200,HPW WEG Wedding Otawistr.,false,false,true,true,true,true,false,"",true,true,4,1995,,27.8.2016,,,,true,true,true,true,true,false,false,51,8.1,20.19,false,false,false,false,true,true,5,false,3,false,false,false,14,false,true,34,75,false,30.10.2008,true,false
140.199.62.74/7,50593 Manley Court,Washington,99210,WA,Spokane,1,false,2.08,,3089,Industrie,Ziegel,300,300,HPW WEG Wedding Otawistr.,false,false,false,false,true,true,true,"",true,false,2,1995,,8.12.2016,,,,false,false,true,true,false,false,true,7,26.9,15.2,true,true,false,true,true,false,4,true,1,false,true,false,1,false,false,26,78,true,24.7.2009,false,false
189.44.36.109/8,1 Dawn Pass,Georgia,30358,GA,Atlanta,1,false,10.67,,2841,Industrie,Mauerwerk,300,300,HPW SCHOE Schöneberg Königstr.,true,true,true,false,false,false,false,"",true,false,4,204,,24.12.2015,,,,true,false,true,false,false,true,false,47,26.2,0.5,true,true,false,true,true,true,2,true,1,false,true,false,43,false,false,52,52,true,20.3.1993,false,true
250.77.54.135/25,031 Granby Point,Louisiana,70607,LA,Lake Charles,0,false,1.33,,1607,Strasse,Stein,300,400,HPW WEG Wedding Otawistr.,true,true,false,true,false,true,true,"",true,false,4,1995,,5.3.2017,,,,true,true,true,true,false,false,false,46,14.3,16.81,false,true,true,false,true,true,4,false,3,true,false,true,11,true,true,27,63,false,13.3.1993,false,false
63.86.59.32/21,7 Golf Place,Kansas,66622,KS,Topeka,0,false,10.06,,3933,Industrie,Beton,300,500,HPW SCHOE Schöneberg Königstr.,false,true,true,false,false,true,true,Schlecht,false,true,4,204,,16.7.2016,,,,false,false,true,true,true,true,true,41,16.9,15.86,true,true,true,true,true,false,2,false,1,false,false,false,23,false,true,34,37,false,8.8.2001,true,false
2.184.16.195/31,18 Oak Parkway,California,93709,CA,Fresno,1,false,3.21,,609,Strasse,Ziegel,400,300,HPW SCHOE Schöneberg Königstr.,true,false,false,false,false,false,false,Etwas nötig,false,true,2,1992,,27.7.2015,,,,false,true,false,true,true,false,true,8,9.8,2.41,true,false,false,false,false,false,2,false,3,false,true,false,7,false,true,66,6,true,4.5.1998,false,false
251.82.72.84/29,5 Vera Center,Illinois,60691,IL,Chicago,0,true,7.51,,1616,Strasse,Stein,400,400,HPW KAR Karow Pankgrafenstr.,true,true,true,true,true,false,true,Etwas nötig,true,true,3,204,,18.7.2016,,,,true,true,false,false,true,false,false,70,27.9,5.6,true,true,false,false,false,false,3,false,2,false,false,false,12,false,false,19,96,true,25.8.1995,false,true
110.101.244.197/11,9033 Everett Drive,North Carolina,28235,NC,Charlotte,1,true,7.18,,3599,Fahrbahn,Mauerwerk,500,400,HPW WEG Wedding Otawistr.,true,true,true,false,false,true,true,Keine Bemerkung,true,true,4,204,,14.2.2016,,,,true,true,false,true,false,false,false,37,26.3,3.65,true,false,true,false,true,false,2,true,1,true,true,false,11,true,false,22,94,false,19.10.1992,true,false
204.83.51.193/3,5043 Russell Crossing,Ohio,43615,OH,Toledo,1,true,19.27,,630,Industrie,Mauerwerk,200,500,HPW WEG Wedding Otawistr.,true,true,true,true,true,true,true,"",false,false,0,1995,,11.11.2016,,,,false,true,false,false,false,true,true,27,14.9,6.31,true,false,true,true,true,true,0,true,2,true,true,true,31,true,false,80,92,false,4.6.1994,false,false
31.89.45.18/13,02050 Drewry Place,Mississippi,39305,MS,Meridian,0,false,16.19,,863,Gehweg,Beton,200,300,HPW KAR Karow Pankgrafenstr.,true,false,false,true,true,false,true,Keine Bemerkung,false,false,4,1990,,8.9.2016,,,,false,true,false,false,true,true,false,67,4.3,19.01,true,true,true,true,true,true,4,true,3,false,true,false,50,true,false,13,57,false,10.4.2009,true,false
91.71.36.231/12,4 Monterey Drive,Florida,32511,FL,Pensacola,1,false,12.09,,4235,Fahrbahn,Stein,300,400,HPW WEG Wedding Otawistr.,true,true,false,false,true,true,true,Etwas nötig,true,true,2,204,,29.3.2016,,,,true,false,true,false,true,false,true,24,15.5,11.57,true,true,false,true,false,false,2,true,4,false,false,true,7,false,false,30,43,true,18.2.2006,true,true
157.217.183.3/18,9 Carey Street,New York,10459,NY,Bronx,1,false,18.65,,2196,Strasse,Ziegel,400,200,HPW WEG Wedding Otawistr.,false,true,true,true,true,false,true,"",true,true,3,204,,12.12.2016,,,,true,true,true,false,true,true,true,8,6.1,23.04,false,true,true,true,true,true,4,false,0,true,false,false,28,false,false,11,21,true,20.6.2009,true,true
59.143.34.52/21,6854 Comanche Place,Oklahoma,73197,OK,Oklahoma City,1,true,9.52,,1316,Strasse,Ziegel,500,200,HPW SCHOE Schöneberg Königstr.,false,false,false,false,true,true,false,Schlecht,false,true,3,204,,2.10.2016,,,,true,false,true,true,true,false,true,37,7.8,18.97,false,false,false,false,true,true,0,true,0,true,false,true,27,false,false,43,96,false,23.3.1994,true,false
142.135.209.184/8,16 Mandrake Plaza,California,94280,CA,Sacramento,0,true,8.86,,4129,Gehweg,Beton,100,300,HPW SCHOE Schöneberg Königstr.,false,false,true,false,false,false,true,"",false,true,0,1995,,9.12.2015,,,,false,true,true,false,true,false,false,20,5.5,26.76,false,true,false,true,true,false,5,true,5,false,true,false,2,true,false,71,35,true,17.10.2009,false,false
173.207.144.70/13,13 Northfield Park,Pennsylvania,19115,PA,Philadelphia,0,true,1.9,,3499,Gehweg,Beton,200,100,HPW KAR Karow Pankgrafenstr.,true,false,false,true,true,true,true,Schlecht,true,true,1,1992,,2.6.2017,,,,true,false,false,false,true,false,true,68,16.0,18.89,true,false,false,true,false,true,2,true,4,true,true,false,2,false,false,34,22,false,11.11.1995,false,true
3.173.135.193/29,01612 Nova Plaza,Texas,78210,TX,San Antonio,1,true,12.04,,2528,Fahrbahn,Ziegel,300,300,HPW SCHOE Schöneberg Königstr.,false,true,false,true,true,false,true,Schlecht,false,true,4,1999,,19.12.2015,,,,false,false,true,false,true,true,false,53,8.6,19.44,true,false,true,false,false,true,3,false,1,true,true,false,21,true,true,46,15,false,24.2.1993,false,false
91.115.172.145/21,46 Transport Center,Arizona,85067,AZ,Phoenix,0,false,3.18,,2790,Industrie,Ziegel,100,500,HPW KAR Karow Pankgrafenstr.,true,false,false,true,false,true,true,Keine Bemerkung,false,false,4,1990,,19.1.2017,,,,false,true,false,false,true,false,false,79,3.9,29.67,true,true,true,true,false,false,4,true,2,false,true,false,13,false,false,21,57,false,19.8.1999,true,true
90.247.131.83/15,80016 Hermina Point,Pennsylvania,19191,PA,Philadelphia,1,true,13.13,,3990,Strasse,Mauerwerk,300,200,HPW WEG Wedding Otawistr.,true,true,false,true,true,false,false,"",false,true,1,1995,,5.2.2016,,,,false,false,false,false,true,true,false,88,5.3,4.99,false,false,false,false,false,true,4,true,1,false,true,false,33,false,true,14,58,false,4.11.1992,false,true
63.106.104.66/13,8 Cordelia Crossing,North Carolina,27264,NC,High Point,1,false,17.02,,3731,Industrie,Stein,400,200,HPW WEG Wedding Otawistr.,false,false,true,true,false,true,true,Keine Bemerkung,true,false,3,1999,,16.5.2016,,,,false,false,true,true,false,false,true,58,27.6,1.91,true,true,false,false,false,true,2,false,1,false,false,true,13,true,true,9,53,true,4.3.1999,true,true
67.101.246.28/13,934 Main Terrace,Florida,34205,FL,Bradenton,1,true,14.51,,3512,Gehweg,Beton,300,100,HPW SCHOE Schöneberg Königstr.,false,false,true,true,true,true,false,Keine Bemerkung,true,false,1,1995,,7.12.2015,,,,true,true,false,true,false,false,false,89,27.6,19.0,true,false,false,true,false,false,3,true,3,false,true,true,40,false,false,79,58,true,30.6.2006,false,true
119.239.120.45/27,0 Browning Junction,Texas,77276,TX,Houston,0,false,5.09,,3013,Fahrbahn,Stein,300,500,HPW KAR Karow Pankgrafenstr.,false,false,false,true,true,false,false,Etwas nötig,false,false,4,1999,,6.6.2016,,,,false,true,true,true,false,true,false,3,27.4,8.79,true,true,true,false,true,false,0,true,3,false,false,false,20,false,true,69,7,true,11.11.2007,true,false
56.177.241.236/3,67 Anhalt Crossing,California,94250,CA,Sacramento,0,false,10.26,,1655,Industrie,Beton,100,200,HPW SCHOE Schöneberg Königstr.,true,true,true,false,true,false,true,Etwas nötig,false,false,4,1999,,5.12.2015,,,,true,false,true,true,false,false,false,37,17.0,29.02,false,false,false,true,true,false,4,false,0,true,false,true,32,true,true,57,38,false,11.11.1997,true,false
82.122.139.254/12,27 Raven Place,Kentucky,40591,KY,Lexington,0,true,4.17,,1789,Fahrbahn,Beton,500,500,HPW KAR Karow Pankgrafenstr.,false,true,false,true,true,false,true,Keine Bemerkung,false,true,4,1992,,10.5.2017,,,,false,true,true,false,false,true,false,44,23.8,14.82,true,true,false,true,false,false,0,true,4,false,true,true,15,false,true,35,78,true,30.1.2001,true,true
111.55.243.54/25,6068 Tennessee Center,Louisiana,70124,LA,New Orleans,0,true,9.84,,2356,Strasse,Ziegel,400,100,HPW WEG Wedding Otawistr.,false,false,false,false,false,false,true,Schlecht,false,true,1,1995,,1.10.2016,,,,false,true,true,true,false,true,true,16,11.3,5.08,true,false,false,false,false,false,5,true,3,true,false,false,43,false,true,56,47,false,2.11.1991,true,false
211.111.243.66/23,7 Oak Valley Drive,Texas,79699,TX,Abilene,1,true,1.36,,1527,Industrie,Mauerwerk,100,300,HPW WEG Wedding Otawistr.,true,false,false,true,true,false,false,Etwas nötig,true,true,3,1999,,5.12.2016,,,,true,true,true,true,true,false,true,88,13.5,23.33,true,true,false,true,false,false,2,false,4,true,true,true,13,true,true,55,78,false,10.3.1994,true,true
52.252.46.126/15,3 Cardinal Junction,Virginia,22903,VA,Charlottesville,0,false,4.58,,4056,Gehweg,Ziegel,400,100,HPW WEG Wedding Otawistr.,false,true,false,true,true,true,false,Keine Bemerkung,false,true,1,1990,,21.10.2016,,,,false,true,false,true,true,true,true,14,20.7,19.9,false,false,true,false,true,true,4,true,1,true,false,false,12,true,false,3,14,false,23.7.2005,true,false
215.194.3.254/27,88 Mandrake Place,Kansas,66276,KS,Shawnee Mission,0,false,6.44,,2852,Industrie,Ziegel,300,500,HPW KAR Karow Pankgrafenstr.,false,false,true,true,false,false,false,Etwas nötig,true,false,1,1999,,18.6.2016,,,,false,true,false,false,true,false,true,36,16.8,10.17,true,false,false,true,false,false,0,true,4,true,false,false,15,true,true,21,70,true,3.5.2006,true,true
185.116.61.3/18,7 Jenna Court,New Mexico,87201,NM,Albuquerque,0,true,18.82,,572,Industrie,Ziegel,300,300,HPW WEG Wedding Otawistr.,true,false,true,true,false,false,false,Etwas nötig,false,false,2,1995,,10.12.2015,,,,true,false,false,false,true,true,false,61,2.4,9.25,false,true,true,true,false,false,5,true,1,false,true,true,3,false,false,16,61,true,11.4.2005,true,false
180.148.104.108/5,92 Sugar Street,Delaware,19810,DE,Wilmington,1,true,18.66,,1586,Industrie,Beton,500,200,HPW KAR Karow Pankgrafenstr.,true,false,false,true,false,true,false,Schlecht,true,true,2,1995,,13.9.2015,,,,true,true,true,true,false,false,true,1,16.4,18.38,false,true,true,false,false,true,4,false,3,true,true,false,42,false,true,54,46,true,26.12.1990,false,true
134.93.7.240/13,1087 Moland Way,California,94142,CA,San Francisco,0,false,8.96,,1810,Fahrbahn,Beton,400,500,HPW SCHOE Schöneberg Königstr.,true,true,false,true,true,false,true,"",true,true,1,1999,,22.5.2016,,,,true,false,true,false,false,false,false,85,9.8,4.22,true,false,false,false,false,false,0,true,4,true,false,true,28,false,true,9,55,false,8.4.1997,true,false
118.106.155.93/16,8 Mayer Road,California,94230,CA,Sacramento,0,false,8.98,,1357,Strasse,Mauerwerk,300,400,HPW KAR Karow Pankgrafenstr.,false,true,false,true,true,false,false,"",true,true,0,1990,,3.7.2016,,,,false,true,false,true,false,false,true,87,1.9,14.38,true,false,true,true,true,true,4,false,3,false,true,false,16,false,true,38,27,false,22.2.2008,true,false
118.136.11.141/21,1 Del Sol Place,Georgia,30919,GA,Augusta,0,true,6.66,,4406,Fahrbahn,Mauerwerk,500,400,HPW KAR Karow Pankgrafenstr.,true,false,true,false,false,false,false,"",true,false,3,1992,,21.5.2017,,,,false,false,true,true,true,true,true,100,7.8,6.17,true,false,true,false,true,false,2,true,0,false,false,false,39,false,false,17,44,false,16.4.1993,true,false
193.23.208.169/10,7 Gerald Circle,Colorado,80262,CO,Denver,1,false,2.41,,339,Gehweg,Beton,100,300,HPW SCHOE Schöneberg Königstr.,false,true,false,true,true,true,true,"",true,true,3,1992,,8.5.2016,,,,false,true,true,false,false,false,false,18,13.8,10.03,true,false,false,false,true,false,5,true,4,true,true,false,5,false,false,6,73,false,30.10.1999,true,true
105.105.138.105/20,79912 Rowland Lane,Maryland,20851,MD,Rockville,1,true,16.37,,2121,Gehweg,Beton,400,100,HPW WEG Wedding Otawistr.,true,false,true,true,true,false,false,"",false,false,3,1990,,9.12.2016,,,,true,false,false,false,true,true,false,51,9.7,11.2,true,true,false,true,false,false,1,true,0,true,false,true,8,true,false,61,81,true,27.2.1995,false,true
192.28.2.68/30,06 Clemons Park,Georgia,31136,GA,Atlanta,1,true,9.12,,2911,Gehweg,Beton,100,500,HPW SCHOE Schöneberg Königstr.,true,false,true,true,true,false,true,Etwas nötig,true,true,2,1999,,14.10.2015,,,,true,true,true,false,false,true,false,41,4.5,15.71,false,false,true,true,false,true,1,false,1,true,true,false,23,true,true,15,9,false,26.6.2007,true,true
16.193.140.26/12,9 Bay Circle,West Virginia,25770,WV,Huntington,1,false,4.75,,1234,Gehweg,Mauerwerk,300,200,HPW SCHOE Schöneberg Königstr.,false,false,true,false,true,false,false,Schlecht,true,true,1,1995,,15.7.2016,,,,true,false,false,false,false,true,false,47,20.5,0.75,true,false,false,true,false,false,0,false,5,false,false,true,19,false,true,6,54,true,13.8.1996,true,false
246.15.148.86/29,7809 Debra Point,Illinois,60630,IL,Chicago,1,true,12.96,,85,Gehweg,Mauerwerk,400,300,HPW WEG Wedding Otawistr.,false,false,true,false,true,true,true,Schlecht,true,true,4,204,,22.4.2016,,,,false,false,true,true,true,true,true,33,13.9,23.2,false,false,false,true,false,true,3,true,1,false,true,false,9,true,false,37,42,false,28.12.1996,false,false
32.84.56.27/14,2957 Raven Avenue,New York,10155,NY,New York City,0,true,0.68,,1573,Gehweg,Mauerwerk,300,500,HPW SCHOE Schöneberg Königstr.,true,false,false,true,false,true,true,Schlecht,true,false,1,1992,,13.8.2015,,,,true,false,false,true,true,true,true,13,7.8,3.2,true,false,false,false,true,true,5,false,3,false,true,true,23,false,true,80,41,true,7.1.1993,true,false
186.146.182.197/20,87782 Garrison Lane,Washington,98498,WA,Lakewood,0,true,12.78,,514,Fahrbahn,Ziegel,200,500,HPW KAR Karow Pankgrafenstr.,false,false,true,true,false,true,true,Schlecht,true,true,4,1995,,3.9.2015,,,,true,false,true,true,true,true,true,71,19.4,6.9,true,true,true,true,true,true,3,false,2,false,false,true,4,true,true,5,92,false,13.2.2003,false,true
154.226.5.19/13,50 Waxwing Point,Texas,77240,TX,Houston,1,false,18.95,,2608,Gehweg,Mauerwerk,200,200,HPW WEG Wedding Otawistr.,false,false,false,false,true,true,false,Etwas nötig,true,true,0,1990,,3.11.2015,,,,true,false,true,false,false,true,false,71,30.0,14.45,true,true,true,false,true,false,0,true,2,true,false,false,2,false,true,35,22,false,2.1.2003,true,false
